soilhealthcard_conform.state,soilhealthcard_conform.district,soilhealthcard_conform.village,soilhealthcard_conform.soil_sample_id,soilhealthcard_conform.ph,soilhealthcard_conform.ec,soilhealthcard_conform.oc,soilhealthcard_conform.n,soilhealthcard_conform.p,soilhealthcard_conform.k,soilhealthcard_conform.s,soilhealthcard_conform.zn,soilhealthcard_conform.fe,soilhealthcard_conform.cu,soilhealthcard_conform.mn,soilhealthcard_conform.farm_lat,soilhealthcard_conform.farm_long,soilhealthcard_conform.collection_date,soilhealthcard_conform.units,soilhealthcard_conform.irrigation,soilhealthcard_conform.event_date
Haryana,Hisar,Data(83),HR61051/2019-20/134760801,7.1,0.93,0.54,,7.5,146,63.16,0.71,4.28,0.32,5.84,29.159167,75.588889,26/04/19,,Irrigated,27/02/21
Haryana,Hisar,Data(83),HR61051/2019-20/134808314,7.2,0.76,0.25,,16.7,140,78.55,0.57,3.72,0.55,4.91,29.161389,76.013889,26/04/19,,Irrigated,27/02/21
Haryana,Hisar,Data(83),HR61051/2019-20/134870810,7.2,0.36,0.4,,6.3,199,93.68,0.67,4.99,0.46,4.26,29.173334,76.015,26/04/19,,Irrigated,27/02/21
Haryana,Hisar,Data(83),HR61051/2019-20/134907998,7.6,0.82,0.36,,24.4,144,43.44,0.95,4.81,0.47,4.82,29.172778,76.004167,26/04/19,,Irrigated,27/02/21
Haryana,Hisar,Data(83),HR61051/2019-20/134917408,7.7,0.31,0.27,,15.3,208,65.68,1.06,4.55,0.39,7.11,29.15759,75.58647,26/04/19,,Irrigated,27/02/21
Haryana,Hisar,Data(83),HR61051/2019-20/134921578,7.6,0.59,0.36,,15.5,270,48.5,0.84,5.6,1.52,6.18,29.156667,75.586389,26/04/19,,Irrigated,27/02/21
Haryana,Hisar,Data(83),HR61051/2019-20/134928492,7.7,0.48,0.32,,2.7,294,53.11,0.93,4.88,0.64,7.04,29.162778,75.588889,26/04/19,,Irrigated,27/02/21
Haryana,Hisar,Depal (118),HR61070/2016-17/78324928,7.5,,0.36,,61.17,220.37,99.17,4.17,2.04,5.69,,29.086337,75.90547,25/06/17,,Irrigated Tube well,27/02/21
Haryana,Hisar,Depal (118),HR61070/2016-17/78325775,7.7,,0.42,,46.83,311.64,44.33,2.39,18.49,5.39,,29.079639,75.917548,25/06/17,,Irrigated Tube well,27/02/21
Haryana,Hisar,Siswal(174),HR60851/2016-17/23675436,7.7,0.85,0.26,,12.2,544,118.2,0.36,6.72,,3.14,,,02/11/15,,Rainfed,27/02/21
Haryana,Hisar,Siswal(174),HR60851/2016-17/23720732,7.7,0.9,0.23,,2.7,674,,0.32,13.44,,12.6,,,02/11/15,,Rainfed,27/02/21
Haryana,Hisar,Siswal(174),HR60851/2016-17/23861770,7.6,0.93,0.23,,2.6,448,67.72,0.79,4.12,,2.11,,,02/11/15,,Rainfed,27/02/21
Haryana,Hisar,Siswal(174),HR60851/2016-17/28119998,7.8,0.86,0.26,,18.1,550,107.9,0.19,5.32,,2.8,,,02/11/15,,Rainfed,27/02/21
Haryana,Hisar,Bad Chhapar (61),HR61108/2016-17/83936825,7,,0.38,,42.36,346.3,51.61,6.74,7.18,6.33,5.43,29.5803,76.17317,11/09/16,,Irrigated Tube well,27/02/21
Haryana,Hisar,Bad Chhapar (61),HR61108/2016-17/83938980,7.2,,0.33,,3.18,156.82,39.78,3.05,2.8,4.08,16.32,29.5803,76.17193,11/09/16,,Irrigated Tube well,27/02/21
Haryana,Hisar,Bad Chhapar (61),HR61108/2016-17/83939771,7.5,,0.41,,13.56,65.79,60.2,2.78,0.84,4.05,2.25,29.5803,76.17066,11/09/16,,Irrigated Tube well,27/02/21
Haryana,Hisar,Bad Chhapar (61),HR61108/2016-17/83941741,7.2,0.2,0.38,,28.74,244.83,39.85,3.74,4.16,3.76,5.71,29.5803,76.17166,11/09/16,,Irrigated Tube well,27/02/21
Haryana,Hisar,Badala(102),HR61096/2016-17/83134455,7.7,,0.5,,6.91,90.97,,2.48,6.61,2.76,3.85,29.5803,76.3181,,,Irrigated Tube well,27/02/21
Haryana,Hisar,Badala(102),HR61096/2016-17/83134825,7.8,,0.44,,42.16,137.57,,3.91,29.54,3.59,9.91,29.5803,76.3181,,,Irrigated Tube well,27/02/21
Haryana,Hisar,Badala(102),HR61096/2016-17/83135135,7.1,,0.48,,4.85,87.21,59.77,1.65,2.9,2.23,3.16,29.5803,76.3181,,,Irrigated Tube well,27/02/21
Haryana,Hisar,Badala(102),HR61096/2016-17/83135468,7.1,,0.51,,19.38,129.29,,2.37,12.71,2.86,9.13,29.5803,76.3181,,,Irrigated Tube well,27/02/21
Haryana,Hisar,Badala(102),HR61096/2016-17/83135811,7.5,,0.45,,5.83,99.12,15.25,1.22,2.53,2.22,2.27,29.5803,76.3181,,,Irrigated Tube well,27/02/21
Haryana,Hisar,Badala(102),HR61096/2016-17/83136451,7.1,,0.53,,3.77,29.26,47.13,4.1,4.26,2.2,0.61,29.5803,76.3181,,,Irrigated Tube well,27/02/21
Haryana,Hisar,Badala(102),HR61096/2016-17/83137151,7.4,0.98,0.48,,2.05,53.88,33.83,3.36,2.83,2.26,1.25,29.5803,76.3181,,,Irrigated Tube well,27/02/21
Haryana,Hisar,Badala(102),HR61096/2018-19/133774660,7.2,,0.39,,38.6,210,,0.96,3.55,1.08,12.26,29.306145,75.909811,07/05/18,,Irrigated Tube well,27/02/21
Haryana,Hisar,Badala(102),HR61096/2018-19/133782908,7.1,,0.42,,51.2,210,78.7,0.61,14.08,0.94,12.47,29.227145,75.910658,07/05/18,,Irrigated Tube well,27/02/21
Haryana,Hisar,Badala(102),HR61096/2018-19/133788377,7.2,0.67,0.63,,21.5,175,75.6,0.62,4,0.35,12.16,29.227559,75.914226,04/05/18,,Irrigated Tube well,27/02/21
Haryana,Hisar,Badala(102),HR61096/2018-19/133794251,7.6,0.37,0.38,,21.6,206,54.99,0.83,3.81,0.92,7.4,29.244019,75.93468,10/05/18,,Irrigated Tube well,27/02/21
Haryana,Hisar,Badala(102),HR61096/2018-19/133797715,7.4,,0.19,,2.7,465,50.1,0.73,4.57,1.31,7.54,29.276078,75.918635,02/05/18,,Irrigated Tube well,27/02/21
Haryana,Hisar,Badala(102),HR61096/2018-19/133800286,7.3,,0.21,,15.6,615,75.39,0.61,3.79,0.3,6.5,29.288383,75.969681,02/05/18,,Irrigated Tube well,27/02/21
Haryana,Hisar,Badala(102),HR61096/2018-19/133809143,7.4,,0.49,,21.4,145,35.7,0.63,4.57,0.35,11.42,29.226029,75.917225,03/05/18,,Irrigated Tube well,27/02/21
Haryana,Hisar,Banda Heri (24),HR61090/2018-19/133848131,7.7,,0.4,,9.6,178,71.69,0.64,3.1,0.39,2.91,29.047645,76.170437,01/04/18,,Irrigated,27/02/21
Haryana,Hisar,Banda Heri (24),HR61090/2018-19/133885475,7.2,,0.28,,17.4,260,88.4,0.61,2.3,0.32,3.08,29.043325,76.141551,01/04/18,,Irrigated,27/02/21
Haryana,Hisar,Banda Heri (24),HR61090/2018-19/133920375,7.3,0.39,0.33,,7.5,248,66.64,0.59,2.47,0.28,3.94,29.037778,76.14648,10/04/18,,Irrigated,27/02/21
Haryana,Hisar,Banda Heri (24),HR61090/2018-19/133937888,7.4,0.25,0.4,,2.7,198,96.02,0.55,5.64,0.21,7.23,29.032426,76.165657,20/04/18,,Irrigated,27/02/21
Haryana,Hisar,Banda Heri (24),HR61090/2018-19/133943525,7.6,0.2,0.34,,14.1,292,104.62,0.72,8.92,0.44,4.26,29.028488,76.142899,20/04/18,,Irrigated,27/02/21
Haryana,Hisar,Banda Heri (24),HR61090/2018-19/133947838,7.4,0.85,0.29,,21.5,220,,0.99,2.63,0.57,4.24,29.025893,76.158792,20/04/18,,Irrigated,27/02/21
Haryana,Hisar,Bass Azam Shahpur(95),HR61098/2016-17/86385037,7,,0.44,,30.06,105.26,,3.47,4.72,7.6,7.72,29.5803,76.13618,06/04/16,,Irrigated Tube well,27/02/21
Haryana,Hisar,Bass Azam Shahpur(95),HR61098/2016-17/86385928,7.9,,0.24,,46.93,165.63,52.67,4.99,8.83,8.07,10.12,29.5803,76.12564,06/04/16,,Irrigated Tube well,27/02/21
Haryana,Hisar,Bass Azam Shahpur(95),HR61098/2016-17/86386783,7.4,,0.27,,8.11,133.88,29.25,4.21,5.6,7.46,10.13,29.5803,76.13252,06/04/16,,Irrigated Tube well,27/02/21
Haryana,Hisar,Bass Azam Shahpur(95),HR61098/2016-17/86387550,7.7,,0.24,,26.59,339.14,60.69,6.24,3.77,2.56,4.07,29.5803,76.15383,06/04/16,,Irrigated Tube well,27/02/21
Haryana,Hisar,Bass Azam Shahpur(95),HR61098/2016-17/86388344,7.4,,0.42,,21.91,92.27,71.75,3.23,1.78,7.54,1.57,29.5803,76.11272,06/04/16,,Irrigated Tube well,27/02/21
Haryana,Hisar,Bass Azam Shahpur(95),HR61098/2016-17/86389288,7.6,,0.26,,37.11,172.39,36.45,3.74,6.17,8.2,5.68,29.5803,76.12296,06/04/16,,Irrigated Tube well,27/02/21
Haryana,Hisar,Bass Badshahpur (97),HR61110/2016-17/90330337,7.7,0.91,0.36,,8.89,102.35,23.65,0.26,1.21,0.73,1.39,28.8987,76.12168,30/06/16,,Irrigated,27/02/21
Haryana,Hisar,Bass Badshahpur (97),HR61110/2016-17/90394420,7.6,,0.45,,19.01,223.55,47.35,1.13,5.2,1.42,3.8,28.8987,76.1247,30/06/16,,Irrigated,27/02/21
Haryana,Hisar,Bass Badshahpur (97),HR61110/2016-17/90431786,7.6,0.19,0.38,,15.54,260.51,,2.45,2.72,0.54,4.4,28.8987,76.13893,30/06/16,,Irrigated,27/02/21
Haryana,Hisar,Bass Badshahpur (97),HR61110/2016-17/90486044,7.2,,0.48,,17.72,318.3,,2.89,3.71,0.6,5.54,28.8987,76.13892,30/06/16,,Irrigated,27/02/21
Haryana,Hisar,Bass Badshahpur (97),HR61110/2016-17/90512241,7.4,0.95,0.44,,12.67,222.66,93.36,1.48,4.06,1.28,3.18,28.8989,76.12682,30/06/16,,Irrigated,27/02/21
Haryana,Hisar,Bass Badshahpur (97),HR61110/2016-17/90579351,7.6,0.86,0.51,,16.84,157.74,39.43,0.55,4.61,1.02,2.71,28.8989,76.14366,30/06/16,,Irrigated,27/02/21
Haryana,Hisar,Bass Badshahpur (97),HR61110/2016-17/90588967,7.7,,0.47,,12.33,173.2,55.67,1.25,6.06,0.93,1.73,28.8987,76.15416,30/06/16,,Irrigated,27/02/21
Haryana,Hisar,Bhaklana(94),HR61100/2016-17/83168393,7.5,,0.36,,18.85,479.14,82.96,0.42,4.81,0.7,1.2,29.5803,76.13165,,,Irrigated Tube well,27/02/21
Haryana,Hisar,Bhaklana(94),HR61100/2016-17/83169049,7.5,,0.11,,40.07,,,1.45,24.17,2.29,,29.5803,76.13705,,,Irrigated Tube well,27/02/21
Haryana,Hisar,Bhaklana(94),HR61100/2016-17/83169713,7.5,0.83,0.15,,,,,3.49,6.73,0.69,6.18,29.5803,76.14323,,,Irrigated Tube well,27/02/21
Haryana,Hisar,Bhaklana(94),HR61100/2016-17/83170003,7.3,,0.27,,103.31,87.95,,1.27,10.6,0.85,8.8,29.5803,76.15804,,,Irrigated Tube well,27/02/21
Haryana,Hisar,Bhaklana(94),HR61100/2016-17/83170673,7.5,,0.09,,49.54,221.98,99.65,2.64,8.15,0.98,34.38,29.5803,76.15578,,,Irrigated Tube well,27/02/21
Haryana,Hisar,Bhaklana(94),HR61100/2016-17/83171289,7.5,,0.33,,41.6,363.15,41.71,1.06,4.22,0.37,3.75,29.5803,76.15597,,,Irrigated Tube well,27/02/21
Haryana,Hisar,Bhaklana(94),HR61100/2017-18/134912990,7.4,0.32,0.25,,15.6,210,,1.64,19.65,0.88,46.87,29.4052,76.12392,05/01/18,,Irrigated Tube well,27/02/21
Haryana,Hisar,Bhaklana(94),HR61100/2017-18/134989520,7.5,0.36,0.54,,12.4,264,,1.62,10.81,0.69,39.87,29.4491,76.12411,05/02/18,,Irrigated Tube well,27/02/21
Haryana,Hisar,Bhaklana(94),HR61100/2017-18/135050208,7.2,0.75,0.41,,3.01,224,58.8,1.73,9.65,1.02,5.5,29.4821,76.13831,05/03/18,,Irrigated Tube well,27/02/21
Haryana,Hisar,Bhaklana(94),HR61100/2018-19/134987958,,0.76,0.88,,17,180,,1.94,2.99,0.67,4.34,29.4417,76.15597,05/08/18,,Irrigated Tube well,27/02/21
Haryana,Hisar,Bhaklana(94),HR61100/2018-19/135110878,7.4,0.27,0.46,,15.5,142,,1.83,6.87,0.28,6.89,29.4881,76.14761,05/08/18,,Irrigated Tube well,27/02/21
Haryana,Hisar,Bhaklana(94),HR61100/2018-19/135223292,7.3,0.36,0.52,,7.7,206,,2.74,7.97,0.7,6.52,29.4244,76.15408,05/10/18,,Irrigated Tube well,27/02/21
Haryana,Hisar,Bhaklana(94),HR61100/2018-19/135813763,7.5,0.83,0.57,,20,246,,1.89,18.15,0.83,50.62,29.09591,76.12491,10/04/18,,Irrigated,27/02/21
Haryana,Hisar,Bhaklana(94),HR61100/2018-19/135893247,7.6,0.42,0.45,,13.4,240,112.2,1.64,18.39,0.69,43.87,29.09481,76.12421,10/04/18,,Irrigated,27/02/21
Haryana,Hisar,Bhaklana(94),HR61100/2018-19/135936521,7.9,0.65,0.38,,4.5,192,77.37,0.91,14.2,0.73,6.68,29.08841,76.13461,10/04/18,,Irrigated,27/02/21
Haryana,Hisar,Bhaklana(94),HR61100/2018-19/135939024,7.3,0.61,0.57,,14.2,106,,1.75,5.73,0.55,3.83,29.09261,76.14686,10/04/18,,Irrigated,27/02/21
Haryana,Hisar,Bhaklana(94),HR61100/2018-19/135961441,7.1,0.68,0.3,,15.5,180,,1.92,4.37,0.51,5.39,29.08219,76.15172,10/04/18,,Irrigated,27/02/21
Haryana,Hisar,Bhatla(113),HR61066/2016-17/78298053,7.8,,0.53,,42.94,429.41,,3.92,,2.83,7.78,29.09404,75.56378,06/02/17,,Irrigated Tube well,27/02/21
Haryana,Hisar,Bhatla(113),HR61066/2016-17/78299099,7.4,,0.2,,31.23,457.18,,3.6,,3.36,15.72,29.0915,75.56343,06/02/17,,Irrigated Tube well,27/02/21
Haryana,Hisar,Bhatla(113),HR61066/2016-17/78299767,7.2,,0.45,,82.73,255.04,34.94,1.36,1.95,0.81,2.65,29.112008,75.54241,06/02/17,,Irrigated Tube well,27/02/21
Haryana,Hisar,Bhatla(113),HR61066/2016-17/78300753,7.5,,0.41,,,570.09,,1.19,1.88,0.27,2.68,29.10561,75.56824,06/02/17,,Irrigated Tube well,27/02/21
Haryana,Hisar,Bhatla(113),HR61066/2016-17/78301763,7.8,,0.33,,,355.05,,0.79,2.74,0.6,2.89,29.105072,75.553782,06/02/17,,Irrigated Tube well,27/02/21
Haryana,Hisar,Bhatla(113),HR61066/2016-17/78302540,7.5,,0.15,,130,310.05,,1.31,2.65,0.86,2.77,29.104834,75.561766,06/02/17,,Irrigated Tube well,27/02/21
Haryana,Hisar,Bhatla(113),HR61066/2016-17/78303316,7.7,,0.11,,130,420.06,106.08,1.25,2.01,0.53,2.78,29.104294,76.3181,06/02/17,,Irrigated Tube well,27/02/21
Haryana,Hisar,Bhatla(113),HR61066/2016-17/78304023,7.2,,0.42,,,400.06,98.28,1.28,2.28,0.45,2.19,29.101578,75.565303,06/02/17,,Irrigated Tube well,27/02/21
Haryana,Hisar,Bhatla(113),HR61066/2016-17/78304768,7.5,,0.32,,38.28,248.19,,1.99,29.63,3.85,12.44,29.10099,75.57027,06/02/17,,Irrigated Tube well,27/02/21
Haryana,Hisar,Bhatla(113),HR61066/2016-17/78305401,7.2,0.47,0.29,,2.19,22.37,4.74,0.48,,0.05,1.43,29.10005,75.55311,06/02/17,,Irrigated Tube well,27/02/21
Haryana,Hisar,Bhatla(113),HR61066/2018-19/133643299,7.7,0.38,0.32,,2.5,220,109.29,1.86,2.35,0.92,8.06,29.10581,75.56346,04/06/18,,Irrigated,27/02/21
Haryana,Hisar,Bhatla(113),HR61066/2018-19/133653882,7.4,0.82,0.27,,21.5,210,55.15,2.79,3.31,0.78,3.56,29.11196,75.567,02/06/18,,Irrigated,27/02/21
Haryana,Hisar,Bhatla(113),HR61066/2018-19/133658306,7.2,,0.36,,12.4,158,77.92,0.73,3.42,0.47,5.67,29.104351,75.561221,08/06/18,,Irrigated Tube well,27/02/21
Haryana,Hisar,Bhatla(113),HR61066/2018-19/133672478,7.5,0.68,0.36,,16.9,232,55.7,2.64,2.5,0.71,2.62,29.11069,75.56766,02/06/18,,Irrigated,27/02/21
Haryana,Hisar,Bhatla(113),HR61066/2018-19/133722384,7.6,0.84,0.27,,16.9,248,81.21,0.8,5.68,0.94,2.96,29.10502,75.554212,05/06/18,,Irrigated Well,27/02/21
Haryana,Hisar,Bhatol Jatan (10),HR61093/2016-17/86389993,7.4,,0.48,,14.34,180.05,107,4.11,6.16,6.47,12.38,29.5803,76.3181,06/04/16,,Irrigated Tube well,27/02/21
Haryana,Hisar,Bhatol Jatan (10),HR61093/2016-17/86390771,7.1,,0.51,,39.24,226.02,,6.55,23.74,6.71,4.21,29.5803,76.3181,06/04/16,,Irrigated Tube well,27/02/21
Haryana,Hisar,Bhatol Jatan (10),HR61093/2016-17/86391590,7.1,,0.48,,12.09,196.45,24.99,3.97,7.92,5.78,12.35,29.5803,76.3181,06/04/16,,Irrigated Tube well,27/02/21
Haryana,Hisar,Bhatol Jatan (10),HR61093/2016-17/86393060,7.4,,0.47,,43.77,336.67,,5.3,14.78,6.24,4.53,29.5803,76.3181,06/04/16,,Irrigated Tube well,27/02/21
Haryana,Hisar,Bhatol Jatan (10),HR61093/2016-17/86393944,7.5,,0.47,,9.87,146.94,,4.41,4.52,6.47,3.52,29.53448,76.3181,06/04/16,,Irrigated Tube well,27/02/21
Haryana,Hisar,Bhatol Jatan (10),HR61093/2016-17/86394721,7.3,,0.48,,95.87,270.37,81.15,5.89,33.58,6.47,6.71,29.46224,76.3181,06/04/16,,Irrigated Tube well,27/02/21
Haryana,Hisar,Bhatol Rangran(126),HR61094/2016-17/91092738,7.5,,0.42,,74.79,,,0.68,5.48,0.51,2.96,29.5803,76.06148,20/06/16,,Irrigated,27/02/21
Haryana,Hisar,Bhatol Rangran(126),HR61094/2016-17/91106581,7.5,,0.23,,37.77,,,1.29,7.12,0.86,8.58,29.06567,76.06197,20/06/16,,Irrigated,27/02/21
Haryana,Hisar,Bhatol Rangran(126),HR61094/2016-17/91226720,7.6,,0.3,,23.5,455.75,87.8,0.88,7.08,0.68,5.77,29.06529,76.06368,20/06/16,,Irrigated,27/02/21
Haryana,Hisar,Bhatol Rangran(126),HR61094/2016-17/91245121,7.4,,0.36,,27.17,706.98,,0.98,7.5,0.7,6.79,29.06184,75.60545,20/06/16,,Irrigated,27/02/21
Haryana,Hisar,Bhatol Rangran(126),HR61094/2018-19/133742096,7.2,0.38,0.19,,1.7,165,27.1,0.5,14.72,1.04,1.59,29.07001,76.05571,05/11/18,,Irrigated Well,27/02/21
Haryana,Hisar,Bhatol Rangran(126),HR61094/2018-19/133755449,7.9,0.75,0.49,,31.4,136,39.2,0.59,9,0.3,8.49,29.06537,76.06318,15/05/18,,Irrigated Borewell,27/02/21
Haryana,Hisar,Bhatol Rangran(126),HR61094/2018-19/133775537,7.8,0.67,0.23,,19.8,105,10.4,0.64,8.66,0.83,10.34,29.06107,76.06397,14/05/18,,Irrigated Well,27/02/21
Haryana,Hisar,Bir Hansi((120),HR61080/2016-17/37888215,7.6,0.98,0.36,,19.3,645,,0.31,4.87,0.38,1.38,29.238611,76.026111,03/07/16,,Irrigated,27/02/21
Haryana,Hisar,Bir Hansi((120),HR61080/2016-17/38189364,7.6,,0.23,,15.2,485,,0.49,1.71,0.7,2.37,29.238056,76.057778,06/07/16,,Irrigated,27/02/21
Haryana,Hisar,Bir Hansi((120),HR61080/2016-17/38354506,7.6,0.49,0.36,,14.3,495,,0.64,11.06,1.22,65.72,29.083056,76.146111,16/07/16,,Irrigated,27/02/21
Haryana,Hisar,Bir Hansi((120),HR61080/2016-17/38379138,7.8,0.42,0.45,,11.4,475,58.03,1.5,37.98,2.02,69.43,29.013889,76.200834,16/07/16,,Irrigated,27/02/21
Haryana,Hisar,Bir Hansi((120),HR61080/2016-17/38532883,7.5,0.89,0.26,,22.4,490,90.31,0.78,36.03,1.87,35.71,29.185556,76.157778,21/07/16,,Irrigated,27/02/21
Haryana,Hisar,Channot(112),HR61057/2016-17/78316995,6.1,0.92,0.38,,12.57,768.32,,3.69,,1.74,11.76,29.13243,75.328,27/07/17,,Irrigated Tube well,27/02/21
Haryana,Hisar,Channot(112),HR61057/2016-17/78317673,7.8,0.38,0.44,,20.48,311.81,,3.8,,1.9,5.16,29.13243,75.328,27/07/17,,Irrigated Tube well,27/02/21
Haryana,Hisar,Channot(112),HR61057/2016-17/78318217,7.9,0.66,0.35,,27.15,298.59,,6.9,,2.17,8.83,29.12905,75.328,27/07/17,,Irrigated Tube well,27/02/21
Haryana,Hisar,Channot(112),HR61057/2016-17/78319031,7.4,0.44,0.36,,29.9,98.85,43.94,2.99,,0.88,3.52,29.12432,75.328,27/07/17,,Irrigated Tube well,27/02/21
Haryana,Hisar,Channot(112),HR61057/2016-17/78319512,7.3,0.56,0.39,,8.53,59.36,28.19,1.33,,0.4,0.77,29.12652,75.55623,27/07/17,,Irrigated Tube well,27/02/21
Haryana,Hisar,Channot(112),HR61057/2016-17/78320088,7.3,0.46,0.29,,29.14,73.7,42.44,2.48,,0.7,3.74,29.1242,75.328,27/07/17,,Irrigated Tube well,27/02/21
Haryana,Hisar,Channot(112),HR61057/2016-17/78320630,7.4,,0.36,,24.42,286.72,53.24,2.29,,0.68,5.68,29.12184,75.54225,27/07/17,,Irrigated Tube well,27/02/21
Haryana,Hisar,Channot(112),HR61057/2016-17/78321089,7.4,0.58,0.42,,7.31,288.96,,1.93,,0.86,3.76,29.12127,75.56235,27/07/17,,Irrigated Tube well,27/02/21
Haryana,Hisar,Channot(112),HR61057/2016-17/78321525,7.1,0.69,0.48,,11.64,129.88,72.28,1.27,,0.63,3.03,29.12584,75.53449,27/07/17,,Irrigated Tube well,27/02/21
Haryana,Hisar,Channot(112),HR61057/2016-17/78321973,7.9,0.31,0.36,,14.73,208.12,66.58,1.01,,0.69,3.75,29.11763,75.56647,27/07/17,,Irrigated Tube well,27/02/21
Haryana,Hisar,Channot(112),HR61057/2016-17/78322608,7.5,0.73,0.35,,3.3,49.82,42.76,1.18,,0.39,0.78,29.11501,75.55195,27/07/17,,Irrigated Tube well,27/02/21
Haryana,Hisar,Channot(112),HR61057/2018-19/134001187,7.5,0.7,0.33,,36.4,190,112.2,0.68,2.99,0.83,2.11,29.13369,75.55756,04/04/18,,Irrigated,27/02/21
Haryana,Hisar,Channot(112),HR61057/2018-19/134041800,7.2,0.72,0.33,,36.4,200,82.17,0.61,2.89,0.74,2.53,29.13145,75.55089,08/04/18,,Irrigated,27/02/21
Haryana,Hisar,Channot(112),HR61057/2018-19/134051669,7.2,0.97,0.4,,17.5,190,23.2,0.61,3.7,0.51,1.74,29.12943,75.56642,12/04/18,,Irrigated,27/02/21
Haryana,Hisar,Channot(112),HR61057/2018-19/134053316,7.5,,0.36,,28.4,200,97.7,0.69,4.31,0.21,1.25,29.12474,75.54197,12/04/18,,Irrigated,27/02/21
Haryana,Hisar,Channot(112),HR61057/2018-19/134078360,7.6,0.5,0.44,,12.4,160,45.56,0.9,3.9,0.87,1.27,29.12789,75.55659,16/04/18,,Irrigated,27/02/21
Haryana,Hisar,Channot(112),HR61057/2018-19/134112372,7.4,0.56,0.27,,3.5,130,68.67,1.05,5.88,0.8,4.71,29.12455,75.56237,16/04/18,,Irrigated,27/02/21
Haryana,Hisar,Channot(112),HR61057/2018-19/134129538,7.4,,0.28,,16.9,170,55.58,0.81,4.52,0.32,12.07,29.12418,75.56811,16/04/18,,Irrigated,27/02/21
Haryana,Hisar,Channot(112),HR61057/2018-19/134138389,7.4,0.62,0.32,,9.6,130,57.29,0.91,9.42,0.8,13.35,29.12159,75.5603,16/04/18,,Irrigated,27/02/21
Haryana,Hisar,Channot(112),HR61057/2018-19/134144240,7.4,,0.37,,21.4,130,72.66,0.39,6.04,2.31,14.58,29.12159,75.560278,16/04/18,,Irrigated,27/02/21
Haryana,Hisar,Channot(112),HR61057/2018-19/134151430,7,0.68,0.29,,2.9,210,43.52,0.79,5.48,2.33,18.82,29.11708,75.55071,20/04/18,,Irrigated,27/02/21
Haryana,Hisar,Channot(112),HR61057/2018-19/134169205,7,0.84,0.32,,22.5,175,83.5,1.53,6.61,0.81,14.2,29.11397,75.4046,16/04/18,,Irrigated,27/02/21
Haryana,Hisar,Data(83),HR61051/2016-17/85364160,7.5,,0.36,,98.5,635.1,102.65,0.28,15.01,1.04,4.36,29.1608,76.315,06/04/16,,Irrigated Tube well,27/02/21
Haryana,Hisar,Data(83),HR61051/2016-17/85364796,7.1,,0.38,,92.2,590.09,,0.28,3.09,0.71,7.03,29.15766,75.5846,06/04/16,,Irrigated Tube well,27/02/21
Haryana,Hisar,Data(83),HR61051/2016-17/85365082,7.8,,0.45,,92.1,575.09,49.92,0.96,18.54,0.74,15.37,29.15585,76.3181,06/04/16,,Irrigated Tube well,27/02/21
Haryana,Hisar,Data(83),HR61051/2016-17/85365700,7.8,,0.45,,31.07,384.61,,0.88,6.33,0.81,9.06,29.15383,76.171,06/04/16,,Irrigated Tube well,27/02/21
Haryana,Hisar,Data(83),HR61051/2016-17/85366661,7,,0.15,,34,267.46,46.72,1.53,36.67,1.55,3.62,29.15197,75.59114,06/04/16,,Irrigated Tube well,27/02/21
Haryana,Hisar,Data(83),HR61051/2016-17/85366866,7.1,,0.32,,35.55,328.83,51.78,1.86,37.43,1.77,4.33,29.15045,75.5742,06/04/16,,Irrigated Tube well,27/02/21
Haryana,Hisar,Data(83),HR61051/2016-17/85367435,7.2,,0.47,,20.57,203.62,39.75,1.08,23.69,1.04,1.98,29.16728,76.3181,06/04/16,,Irrigated Tube well,27/02/21
Haryana,Hisar,Data(83),HR61051/2016-17/85367703,7.4,,0.51,,31.34,299.04,46.58,1.51,36.76,1.62,3.69,29.16085,76.3181,06/04/16,,Irrigated Tube well,27/02/21
Haryana,Hisar,Data(83),HR61051/2016-17/85368372,7.1,,0.45,,30.28,292.32,56.49,1.4,34.39,1.67,3.86,29.1673,75.59971,06/04/16,,Irrigated Tube well,27/02/21
Haryana,Hisar,Data(83),HR61051/2016-17/85369040,7.3,,0.38,,10.18,183.32,68.02,1.57,10.5,1.69,2.94,29.16287,76.3181,06/04/16,,Irrigated Tube well,27/02/21
Haryana,Hisar,Data(83),HR61051/2016-17/85369808,7.3,,0.5,,2.79,1.48,74.88,0.07,5.12,0.39,0.5,29.16293,75.59096,06/04/16,,Irrigated Tube well,27/02/21
Haryana,Hisar,Data(83),HR61051/2016-17/85370455,7.5,,0.26,,5.67,205.81,84.55,0.58,13.45,0.55,0.45,29.17493,76.1112,06/04/16,,Irrigated Tube well,27/02/21
Haryana,Hisar,Data(83),HR61051/2016-17/85370661,7,,0.3,,11.92,250.81,92.35,1.11,36.95,1.15,1.27,29.17059,75.59275,06/04/16,,Irrigated Tube well,27/02/21
Haryana,Hisar,Data(83),HR61051/2019-20/133187335,7.5,,0.36,,11.2,300,46.4,0.29,3.28,0.71,4.08,29.180834,76.000556,26/04/19,,Irrigated,27/02/21
Haryana,Hisar,Data(83),HR61051/2019-20/133541863,7.6,,0.43,,1.6,148,90.1,0.83,3.07,1.19,5.19,29.150278,76.003056,26/04/19,,Irrigated,27/02/21
